Taxa,Taxon,RV.Bio,RV.Perc,DWSC.Bio,DWSC.Perc
Calanoid,Calanoid copepodid,740.8074697173621,2.2597436574758603,2751.848280201162,21.444767174302594
Calanoid,Eurytemora affinis adult,41.72874264446877,0.12728848638804535,248.4013490003363,1.935756826937237
Calanoid,Hesperodiaptomus franciscanus,0,0,11.291641490203117,0.0879941763197061
Calanoid,Pseudodiaptomus forbesi adult,196.1828506108312,0.598432076477981,51.90090535390875,0.4044564663894649
Calanoid,Sinocalanus doerrii adult,0,0,2131.9672775815307,16.61412157781662
Calanoid,Skistodiaptomus pallidus,204.019276293035,0.6223361459650195,0,0
Cladocera,Alona,183.76010171316616,0.560537982293666,15.512384076995724,0.12088583053176699
Cladocera,Alonella,21.022312775582325,0.06412602450974254,4.516656596081248,0.035197670527882446
Cladocera,Bosmina,1371.695831222472,4.184192359417853,271.4590851876921,2.115442526785555
Cladocera,Camptocercus,7.192026328224893,0.02193840713540082,0,0
Cladocera,Ceriodaphnia,1538.7388688127676,4.693736957914125,92.42261170666055,0.7202364330730561
Cladocera,Chydorus,1388.3349899392522,4.234948102189081,74.0819176072047,0.5773099797479533
Cladocera,Daphnia,5077.583350979496,15.488554370352926,237.47339524264382,1.850596818040188
Cladocera,Graptoleberis,7.793238000831243,0.02377233068437771,0,0
Cladocera,Ilyocryptus,1.7980065820562232,0.005484601783850205,0,0
Cladocera,Kurzia,46.93102301850505,0.14315741395720824,3.2562867536888573,0.02537578535416877
Cladocera,Leydigia,94.21803535065905,0.28740073029328195,2.258328298040624,0.017598835263941223
Cladocera,Monospilus,11.235789138767675,0.03427341688759345,13.461594309266532,0.10490431388755006
Cladocera,Picripleuroxus,0.9682429997986028,0.0029535082556943807,0,0
Cladocera,Pseudochydorus,22.71518852635744,0.0692899373981591,0,0
Cladocera,Simocephalus,449.28000946455586,1.3704743719789607,8.140716884222144,0.06343946338542193
Cyclopoid,Acanthocyclops vernalis adult,1293.0537968186181,3.9443043376044282,34.84555547626755,0.2715465200694776
Cyclopoid,Cyclopoid copepodid,17925.519966131327,54.67963230159748,6389.991768061726,49.79630842939378
Cyclopoid,Diacyclops thomasi,1047.8436271538685,3.1963203494571353,121.18460253960033,0.9443745882611506
Cyclopoid,Eucyclops elegans,5.422160798872176,0.01653964623188853,0,0
Cyclopoid,Eucyclops pectinifer,44.925243037725956,0.1370390245306182,23.064572452670635,0.17973897390382235
Cyclopoid,Eucyclops prionophorus,54.58156844278465,0.16649447818165877,0,0
Cyclopoid,Limnoithona tetraspina,0,0,186.2483329794442,1.451407101940299
Cyclopoid,Macrocyclops albidus,10.068836859514851,0.03071376998956115,4.408434226773396,0.0343543088027627
Cyclopoid,Mesocyclops edax,0,0,12.646638469027492,0.09855347747807083
Cyclopoid,Microcyclops rubellus,655.930210019119,2.000835834448356,9.364484781850308,0.07297611474401475
Cyclopoid,Paracyclops sp.,0,0,9.117602910328799,0.07105219899167253
Harpacticoid,Harpacticoids,339.45886119504274,1.0354782314116537,123.3967090843157,0.961613223892874
